"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"19","1",26500000,26600000,"train","X0","blood","99.9.",1,"1",25200000,25300000,"train","X0","blood","99.9.",2,"1",1.7e+07,17100000,"train","X0","blood","99.9.",3,"1",24400000,24500000,"train","X0","blood","99.9.",4,"1",25200000,25300000,"train","X0","blood","99.9.",5,"1",24400000,24500000,"train","X0","blood","99.9.",6,"1",25200000,25300000,"train","X0","blood","99.9.",7,"1",26400000,26500000,"train","X0","blood","99.9.",8,"1",25200000,25300000,"train","X0","blood","99.9.",9,"1",1.7e+07,17100000,"train","X0","blood","99.9.",10,"1",24400000,24500000,"train","X0","blood","99.9.",11,"1",26400000,26500000,"train","X0","blood","99.9.",12,"1",26500000,26600000,"train","X0","blood","99.9.",13,"1",1.7e+07,17100000,"train","X0","blood","99.9.",14,"1",19500000,19600000,"train","X0","blood","99.9.",15,"1",23200000,23300000,"train","X0","blood","99.9.",16,"1",23200000,23300000,"train","X0","blood","99.9.",17,"1",24400000,24500000,"train","X0","blood","99.9.",18,"1",24400000,24500000,"train","X0","blood","99.9.",19,"1",25200000,25300000,"train","X0","blood","99.9.",20,"1",23200000,23300000,"train","X0","blood","99.9.",21,"1",26500000,26600000,"train","X0","blood","99.9.",22,"1",19500000,19600000,"train","X0","blood","99.9.",23,"1",24400000,24500000,"train","X0","blood","99.9.",24,"1",14300000,14400000,"train","X0","blood","99.9.",25,"1",25500000,25600000,"train","X0","blood","99.9.",26,"1",26400000,26500000,"train","X0","blood","99.9.",27,"1",26400000,26500000,"train","X0","blood","99.9.",28,"1",26700000,26800000,"train","X0","blood","99.9.",29,"1",25200000,25300000,"train","X0","blood","99.9.",30
"20","1",26600000,26700000,"train","X0","blood","99.9.",1,"1",26600000,26700000,"train","X0","blood","99.9.",2,"1",19500000,19600000,"train","X0","blood","99.9.",3,"1",25200000,25300000,"train","X0","blood","99.9.",4,"1",25500000,25600000,"train","X0","blood","99.9.",5,"1",25200000,25300000,"train","X0","blood","99.9.",6,"1",25500000,25600000,"train","X0","blood","99.9.",7,"1",26500000,26600000,"train","X0","blood","99.9.",8,"1",26400000,26500000,"train","X0","blood","99.9.",9,"1",19500000,19600000,"train","X0","blood","99.9.",10,"1",25200000,25300000,"train","X0","blood","99.9.",11,"1",26500000,26600000,"train","X0","blood","99.9.",12,"1",26700000,26800000,"train","X0","blood","99.9.",13,"1",19500000,19600000,"train","X0","blood","99.9.",14,"1",24400000,24500000,"train","X0","blood","99.9.",15,"1",24400000,24500000,"train","X0","blood","99.9.",16,"1",25200000,25300000,"train","X0","blood","99.9.",17,"1",25500000,25600000,"train","X0","blood","99.9.",18,"1",26400000,26500000,"train","X0","blood","99.9.",19,"1",25500000,25600000,"train","X0","blood","99.9.",20,"1",24400000,24500000,"train","X0","blood","99.9.",21,"1",26600000,26700000,"train","X0","blood","99.9.",22,"1",23200000,23300000,"train","X0","blood","99.9.",23,"1",25200000,25300000,"train","X0","blood","99.9.",24,"1",1.7e+07,17100000,"train","X0","blood","99.9.",25,"1",26400000,26500000,"train","X0","blood","99.9.",26,"1",26500000,26600000,"train","X0","blood","99.9.",27,"1",26500000,26600000,"train","X0","blood","99.9.",28,"1",29300000,29400000,"train","X0","blood","99.9.",29,"1",26400000,26500000,"train","X0","blood","99.9.",30
"21","1",26700000,26800000,"train","X0","blood","99.9.",1,"1",26700000,26800000,"train","X0","blood","99.9.",2,"1",23200000,23300000,"train","X0","blood","99.9.",3,"1",25500000,25600000,"train","X0","blood","99.9.",4,"1",26600000,26700000,"train","X0","blood","99.9.",5,"1",26400000,26500000,"train","X0","blood","99.9.",6,"1",26400000,26500000,"train","X0","blood","99.9.",7,"1",26600000,26700000,"train","X0","blood","99.9.",8,"1",26600000,26700000,"train","X0","blood","99.9.",9,"1",24400000,24500000,"train","X0","blood","99.9.",10,"1",25500000,25600000,"train","X0","blood","99.9.",11,"1",2.9e+07,29100000,"train","X0","blood","99.9.",12,"1",2.9e+07,29100000,"train","X0","blood","99.9.",13,"1",23200000,23300000,"train","X0","blood","99.9.",14,"1",25200000,25300000,"train","X0","blood","99.9.",15,"1",25200000,25300000,"train","X0","blood","99.9.",16,"1",25500000,25600000,"train","X0","blood","99.9.",17,"1",26500000,26600000,"train","X0","blood","99.9.",18,"1",26500000,26600000,"train","X0","blood","99.9.",19,"1",26400000,26500000,"train","X0","blood","99.9.",20,"1",25500000,25600000,"train","X0","blood","99.9.",21,"1",2.9e+07,29100000,"train","X0","blood","99.9.",22,"1",24400000,24500000,"train","X0","blood","99.9.",23,"1",25500000,25600000,"train","X0","blood","99.9.",24,"1",23200000,23300000,"train","X0","blood","99.9.",25,"1",26500000,26600000,"train","X0","blood","99.9.",26,"1",26600000,26700000,"train","X0","blood","99.9.",27,"1",26600000,26700000,"train","X0","blood","99.9.",28,"1",32100000,32200000,"train","X0","blood","99.9.",29,"1",26500000,26600000,"train","X0","blood","99.9.",30
"22","1",2.9e+07,29100000,"train","X0","blood","99.9.",1,"1",29300000,29400000,"train","X0","blood","99.9.",2,"1",24400000,24500000,"train","X0","blood","99.9.",3,"1",26500000,26600000,"train","X0","blood","99.9.",4,"1",29300000,29400000,"train","X0","blood","99.9.",5,"1",26500000,26600000,"train","X0","blood","99.9.",6,"1",26500000,26600000,"train","X0","blood","99.9.",7,"1",26700000,26800000,"train","X0","blood","99.9.",8,"1",26700000,26800000,"train","X0","blood","99.9.",9,"1",25200000,25300000,"train","X0","blood","99.9.",10,"1",26400000,26500000,"train","X0","blood","99.9.",11,"1",32100000,32200000,"train","X0","blood","99.9.",12,"1",37900000,3.8e+07,"train","X0","blood","99.9.",13,"1",24400000,24500000,"train","X0","blood","99.9.",14,"1",25500000,25600000,"train","X0","blood","99.9.",15,"1",26400000,26500000,"train","X0","blood","99.9.",16,"1",26400000,26500000,"train","X0","blood","99.9.",17,"1",26600000,26700000,"train","X0","blood","99.9.",18,"1",26600000,26700000,"train","X0","blood","99.9.",19,"1",26600000,26700000,"train","X0","blood","99.9.",20,"1",26400000,26500000,"train","X0","blood","99.9.",21,"1",32100000,32200000,"train","X0","blood","99.9.",22,"1",25500000,25600000,"train","X0","blood","99.9.",23,"1",26400000,26500000,"train","X0","blood","99.9.",24,"1",24400000,24500000,"train","X0","blood","99.9.",25,"1",26600000,26700000,"train","X0","blood","99.9.",26,"1",32100000,32200000,"train","X0","blood","99.9.",27,"1",2.9e+07,29100000,"train","X0","blood","99.9.",28,"1",42700000,42800000,"train","X0","blood","99.9.",29,"1",26600000,26700000,"train","X0","blood","99.9.",30
"23","1",29300000,29400000,"train","X0","blood","99.9.",1,"1",32100000,32200000,"train","X0","blood","99.9.",2,"1",25200000,25300000,"train","X0","blood","99.9.",3,"1",26700000,26800000,"train","X0","blood","99.9.",4,"1",32100000,32200000,"train","X0","blood","99.9.",5,"1",26600000,26700000,"train","X0","blood","99.9.",6,"1",26600000,26700000,"train","X0","blood","99.9.",7,"1",2.9e+07,29100000,"train","X0","blood","99.9.",8,"1",2.9e+07,29100000,"train","X0","blood","99.9.",9,"1",25500000,25600000,"train","X0","blood","99.9.",10,"1",26500000,26600000,"train","X0","blood","99.9.",11,"1",37900000,3.8e+07,"train","X0","blood","99.9.",12,"1",42700000,42800000,"train","X0","blood","99.9.",13,"1",25200000,25300000,"train","X0","blood","99.9.",14,"1",26600000,26700000,"train","X0","blood","99.9.",15,"1",26500000,26600000,"train","X0","blood","99.9.",16,"1",2.9e+07,29100000,"train","X0","blood","99.9.",17,"1",26700000,26800000,"train","X0","blood","99.9.",18,"1",29300000,29400000,"train","X0","blood","99.9.",19,"1",26700000,26800000,"train","X0","blood","99.9.",20,"1",26500000,26600000,"train","X0","blood","99.9.",21,"1",37900000,3.8e+07,"train","X0","blood","99.9.",22,"1",26400000,26500000,"train","X0","blood","99.9.",23,"1",26500000,26600000,"train","X0","blood","99.9.",24,"1",25500000,25600000,"train","X0","blood","99.9.",25,"1",29300000,29400000,"train","X0","blood","99.9.",26,"1",37900000,3.8e+07,"train","X0","blood","99.9.",27,"1",29300000,29400000,"train","X0","blood","99.9.",28,"1",43200000,43300000,"train","X0","blood","99.9.",29,"1",26700000,26800000,"train","X0","blood","99.9.",30
"24","1",32100000,32200000,"train","X0","blood","99.9.",1,"1",37900000,3.8e+07,"train","X0","blood","99.9.",2,"1",25500000,25600000,"train","X0","blood","99.9.",3,"1",2.9e+07,29100000,"train","X0","blood","99.9.",4,"1",37900000,3.8e+07,"train","X0","blood","99.9.",5,"1",29300000,29400000,"train","X0","blood","99.9.",6,"1",26700000,26800000,"train","X0","blood","99.9.",7,"1",29300000,29400000,"train","X0","blood","99.9.",8,"1",32100000,32200000,"train","X0","blood","99.9.",9,"1",26400000,26500000,"train","X0","blood","99.9.",10,"1",26600000,26700000,"train","X0","blood","99.9.",11,"1",43200000,43300000,"train","X0","blood","99.9.",12,"1",47700000,47800000,"train","X0","blood","99.9.",13,"1",25500000,25600000,"train","X0","blood","99.9.",14,"1",26700000,26800000,"train","X0","blood","99.9.",15,"1",26600000,26700000,"train","X0","blood","99.9.",16,"1",29300000,29400000,"train","X0","blood","99.9.",17,"1",29300000,29400000,"train","X0","blood","99.9.",18,"1",32100000,32200000,"train","X0","blood","99.9.",19,"1",2.9e+07,29100000,"train","X0","blood","99.9.",20,"1",26700000,26800000,"train","X0","blood","99.9.",21,"1",42700000,42800000,"train","X0","blood","99.9.",22,"1",26700000,26800000,"train","X0","blood","99.9.",23,"1",26600000,26700000,"train","X0","blood","99.9.",24,"1",26400000,26500000,"train","X0","blood","99.9.",25,"1",32100000,32200000,"train","X0","blood","99.9.",26,"1",42700000,42800000,"train","X0","blood","99.9.",27,"1",32100000,32200000,"train","X0","blood","99.9.",28,"1",47700000,47800000,"train","X0","blood","99.9.",29,"1",2.9e+07,29100000,"train","X0","blood","99.9.",30
"25","1",37900000,3.8e+07,"train","X0","blood","99.9.",1,"1",42700000,42800000,"train","X0","blood","99.9.",2,"1",26400000,26500000,"train","X0","blood","99.9.",3,"1",29300000,29400000,"train","X0","blood","99.9.",4,"1",43200000,43300000,"train","X0","blood","99.9.",5,"1",37900000,3.8e+07,"train","X0","blood","99.9.",6,"1",29300000,29400000,"train","X0","blood","99.9.",7,"1",42700000,42800000,"train","X0","blood","99.9.",8,"1",37900000,3.8e+07,"train","X0","blood","99.9.",9,"1",26500000,26600000,"train","X0","blood","99.9.",10,"1",2.9e+07,29100000,"train","X0","blood","99.9.",11,"1",48300000,48400000,"train","X0","blood","99.9.",12,"1",49800000,49900000,"train","X0","blood","99.9.",13,"1",26500000,26600000,"train","X0","blood","99.9.",14,"1",2.9e+07,29100000,"train","X0","blood","99.9.",15,"1",2.9e+07,29100000,"train","X0","blood","99.9.",16,"1",37900000,3.8e+07,"train","X0","blood","99.9.",17,"1",32100000,32200000,"train","X0","blood","99.9.",18,"1",37900000,3.8e+07,"train","X0","blood","99.9.",19,"1",29300000,29400000,"train","X0","blood","99.9.",20,"1",29300000,29400000,"train","X0","blood","99.9.",21,"1",43200000,43300000,"train","X0","blood","99.9.",22,"1",29300000,29400000,"train","X0","blood","99.9.",23,"1",26700000,26800000,"train","X0","blood","99.9.",24,"1",26500000,26600000,"train","X0","blood","99.9.",25,"1",42700000,42800000,"train","X0","blood","99.9.",26,"1",43200000,43300000,"train","X0","blood","99.9.",27,"1",43200000,43300000,"train","X0","blood","99.9.",28,"1",48300000,48400000,"train","X0","blood","99.9.",29,"1",29300000,29400000,"train","X0","blood","99.9.",30
"27","1",43200000,43300000,"train","X0","blood","99.9.",1,"1",43200000,43300000,"train","X0","blood","99.9.",2,"1",26500000,26600000,"train","X0","blood","99.9.",3,"1",32100000,32200000,"train","X0","blood","99.9.",4,"1",47700000,47800000,"train","X0","blood","99.9.",5,"1",42700000,42800000,"train","X0","blood","99.9.",6,"1",32100000,32200000,"train","X0","blood","99.9.",7,"1",43200000,43300000,"train","X0","blood","99.9.",8,"1",42700000,42800000,"train","X0","blood","99.9.",9,"1",26600000,26700000,"train","X0","blood","99.9.",10,"1",29300000,29400000,"train","X0","blood","99.9.",11,"1",49800000,49900000,"train","X0","blood","99.9.",12,"1",52600000,52700000,"train","X0","blood","99.9.",13,"1",26600000,26700000,"train","X0","blood","99.9.",14,"1",29300000,29400000,"train","X0","blood","99.9.",15,"1",29300000,29400000,"train","X0","blood","99.9.",16,"1",47700000,47800000,"train","X0","blood","99.9.",17,"1",37900000,3.8e+07,"train","X0","blood","99.9.",18,"1",42700000,42800000,"train","X0","blood","99.9.",19,"1",47700000,47800000,"train","X0","blood","99.9.",20,"1",32100000,32200000,"train","X0","blood","99.9.",21,"1",49800000,49900000,"train","X0","blood","99.9.",22,"1",42700000,42800000,"train","X0","blood","99.9.",23,"1",32100000,32200000,"train","X0","blood","99.9.",24,"1",26600000,26700000,"train","X0","blood","99.9.",25,"1",43200000,43300000,"train","X0","blood","99.9.",26,"1",48300000,48400000,"train","X0","blood","99.9.",27,"1",50700000,50800000,"train","X0","blood","99.9.",28,"1",50700000,50800000,"train","X0","blood","99.9.",29,"1",32100000,32200000,"train","X0","blood","99.9.",30
"28","1",47700000,47800000,"train","X0","blood","99.9.",1,"1",47700000,47800000,"train","X0","blood","99.9.",2,"1",26600000,26700000,"train","X0","blood","99.9.",3,"1",37900000,3.8e+07,"train","X0","blood","99.9.",4,"1",49800000,49900000,"train","X0","blood","99.9.",5,"1",47700000,47800000,"train","X0","blood","99.9.",6,"1",37900000,3.8e+07,"train","X0","blood","99.9.",7,"1",47700000,47800000,"train","X0","blood","99.9.",8,"1",43200000,43300000,"train","X0","blood","99.9.",9,"1",26700000,26800000,"train","X0","blood","99.9.",10,"1",32100000,32200000,"train","X0","blood","99.9.",11,"1",50700000,50800000,"train","X0","blood","99.9.",12,"1",54400000,54500000,"train","X0","blood","99.9.",13,"1",26700000,26800000,"train","X0","blood","99.9.",14,"1",32100000,32200000,"train","X0","blood","99.9.",15,"1",37900000,3.8e+07,"train","X0","blood","99.9.",16,"1",48300000,48400000,"train","X0","blood","99.9.",17,"1",42700000,42800000,"train","X0","blood","99.9.",18,"1",47700000,47800000,"train","X0","blood","99.9.",19,"1",48300000,48400000,"train","X0","blood","99.9.",20,"1",37900000,3.8e+07,"train","X0","blood","99.9.",21,"1",50700000,50800000,"train","X0","blood","99.9.",22,"1",43200000,43300000,"train","X0","blood","99.9.",23,"1",37900000,3.8e+07,"train","X0","blood","99.9.",24,"1",26700000,26800000,"train","X0","blood","99.9.",25,"1",47700000,47800000,"train","X0","blood","99.9.",26,"1",49800000,49900000,"train","X0","blood","99.9.",27,"1",52600000,52700000,"train","X0","blood","99.9.",28,"1",52600000,52700000,"train","X0","blood","99.9.",29,"1",42700000,42800000,"train","X0","blood","99.9.",30
"29","1",48300000,48400000,"train","X0","blood","99.9.",1,"1",48300000,48400000,"train","X0","blood","99.9.",2,"1",26700000,26800000,"train","X0","blood","99.9.",3,"1",43200000,43300000,"train","X0","blood","99.9.",4,"1",50700000,50800000,"train","X0","blood","99.9.",5,"1",49800000,49900000,"train","X0","blood","99.9.",6,"1",42700000,42800000,"train","X0","blood","99.9.",7,"1",50700000,50800000,"train","X0","blood","99.9.",8,"1",48300000,48400000,"train","X0","blood","99.9.",9,"1",2.9e+07,29100000,"train","X0","blood","99.9.",10,"1",42700000,42800000,"train","X0","blood","99.9.",11,"1",52600000,52700000,"train","X0","blood","99.9.",12,"1",5.8e+07,58100000,"train","X0","blood","99.9.",13,"1",2.9e+07,29100000,"train","X0","blood","99.9.",14,"1",37900000,3.8e+07,"train","X0","blood","99.9.",15,"1",42700000,42800000,"train","X0","blood","99.9.",16,"1",49800000,49900000,"train","X0","blood","99.9.",17,"1",47700000,47800000,"train","X0","blood","99.9.",18,"1",49800000,49900000,"train","X0","blood","99.9.",19,"1",52600000,52700000,"train","X0","blood","99.9.",20,"1",42700000,42800000,"train","X0","blood","99.9.",21,"1",52600000,52700000,"train","X0","blood","99.9.",22,"1",48300000,48400000,"train","X0","blood","99.9.",23,"1",42700000,42800000,"train","X0","blood","99.9.",24,"1",2.9e+07,29100000,"train","X0","blood","99.9.",25,"1",48300000,48400000,"train","X0","blood","99.9.",26,"1",50700000,50800000,"train","X0","blood","99.9.",27,"1",54400000,54500000,"train","X0","blood","99.9.",28,"1",54400000,54500000,"train","X0","blood","99.9.",29,"1",47700000,47800000,"train","X0","blood","99.9.",30
"30","1",49800000,49900000,"train","X0","blood","99.9.",1,"1",50700000,50800000,"train","X0","blood","99.9.",2,"1",29300000,29400000,"train","X0","blood","99.9.",3,"1",47700000,47800000,"train","X0","blood","99.9.",4,"1",52600000,52700000,"train","X0","blood","99.9.",5,"1",50700000,50800000,"train","X0","blood","99.9.",6,"1",43200000,43300000,"train","X0","blood","99.9.",7,"1",54400000,54500000,"train","X0","blood","99.9.",8,"1",49800000,49900000,"train","X0","blood","99.9.",9,"1",29300000,29400000,"train","X0","blood","99.9.",10,"1",49800000,49900000,"train","X0","blood","99.9.",11,"1",57300000,57400000,"train","X0","blood","99.9.",12,"1",69800000,69900000,"train","X0","blood","99.9.",13,"1",29300000,29400000,"train","X0","blood","99.9.",14,"1",42700000,42800000,"train","X0","blood","99.9.",15,"1",43200000,43300000,"train","X0","blood","99.9.",16,"1",50700000,50800000,"train","X0","blood","99.9.",17,"1",49800000,49900000,"train","X0","blood","99.9.",18,"1",50700000,50800000,"train","X0","blood","99.9.",19,"1",57300000,57400000,"train","X0","blood","99.9.",20,"1",43200000,43300000,"train","X0","blood","99.9.",21,"1",5.8e+07,58100000,"train","X0","blood","99.9.",22,"1",50700000,50800000,"train","X0","blood","99.9.",23,"1",43200000,43300000,"train","X0","blood","99.9.",24,"1",29300000,29400000,"train","X0","blood","99.9.",25,"1",50700000,50800000,"train","X0","blood","99.9.",26,"1",52600000,52700000,"train","X0","blood","99.9.",27,"1",57300000,57400000,"train","X0","blood","99.9.",28,"1",5.8e+07,58100000,"train","X0","blood","99.9.",29,"1",48300000,48400000,"train","X0","blood","99.9.",30
"31","1",50700000,50800000,"train","X0","blood","99.9.",1,"1",52600000,52700000,"train","X0","blood","99.9.",2,"1",32100000,32200000,"train","X0","blood","99.9.",3,"1",48300000,48400000,"train","X0","blood","99.9.",4,"1",57300000,57400000,"train","X0","blood","99.9.",5,"1",54400000,54500000,"train","X0","blood","99.9.",6,"1",48300000,48400000,"train","X0","blood","99.9.",7,"1",57300000,57400000,"train","X0","blood","99.9.",8,"1",50700000,50800000,"train","X0","blood","99.9.",9,"1",32100000,32200000,"train","X0","blood","99.9.",10,"1",50700000,50800000,"train","X0","blood","99.9.",11,"1",5.8e+07,58100000,"train","X0","blood","99.9.",12,"1",72600000,72700000,"train","X0","blood","99.9.",13,"1",32100000,32200000,"train","X0","blood","99.9.",14,"1",43200000,43300000,"train","X0","blood","99.9.",15,"1",47700000,47800000,"train","X0","blood","99.9.",16,"1",54400000,54500000,"train","X0","blood","99.9.",17,"1",50700000,50800000,"train","X0","blood","99.9.",18,"1",54400000,54500000,"train","X0","blood","99.9.",19,"1",5.8e+07,58100000,"train","X0","blood","99.9.",20,"1",48300000,48400000,"train","X0","blood","99.9.",21,"1",68500000,68600000,"train","X0","blood","99.9.",22,"1",52600000,52700000,"train","X0","blood","99.9.",23,"1",47700000,47800000,"train","X0","blood","99.9.",24,"1",32100000,32200000,"train","X0","blood","99.9.",25,"1",54400000,54500000,"train","X0","blood","99.9.",26,"1",5.8e+07,58100000,"train","X0","blood","99.9.",27,"1",5.8e+07,58100000,"train","X0","blood","99.9.",28,"1",68500000,68600000,"train","X0","blood","99.9.",29,"1",49800000,49900000,"train","X0","blood","99.9.",30
"32","1",52600000,52700000,"train","X0","blood","99.9.",1,"1",57300000,57400000,"train","X0","blood","99.9.",2,"1",37900000,3.8e+07,"train","X0","blood","99.9.",3,"1",50700000,50800000,"train","X0","blood","99.9.",4,"1",69800000,69900000,"train","X0","blood","99.9.",5,"1",57300000,57400000,"train","X0","blood","99.9.",6,"1",49800000,49900000,"train","X0","blood","99.9.",7,"1",5.8e+07,58100000,"train","X0","blood","99.9.",8,"1",52600000,52700000,"train","X0","blood","99.9.",9,"1",42700000,42800000,"train","X0","blood","99.9.",10,"1",52600000,52700000,"train","X0","blood","99.9.",11,"1",68500000,68600000,"train","X0","blood","99.9.",12,"1",78400000,78500000,"train","X0","blood","99.9.",13,"1",37900000,3.8e+07,"train","X0","blood","99.9.",14,"1",47700000,47800000,"train","X0","blood","99.9.",15,"1",48300000,48400000,"train","X0","blood","99.9.",16,"1",57300000,57400000,"train","X0","blood","99.9.",17,"1",52600000,52700000,"train","X0","blood","99.9.",18,"1",57300000,57400000,"train","X0","blood","99.9.",19,"1",68500000,68600000,"train","X0","blood","99.9.",20,"1",49800000,49900000,"train","X0","blood","99.9.",21,"1",7e+07,70100000,"train","X0","blood","99.9.",22,"1",54400000,54500000,"train","X0","blood","99.9.",23,"1",48300000,48400000,"train","X0","blood","99.9.",24,"1",37900000,3.8e+07,"train","X0","blood","99.9.",25,"1",57300000,57400000,"train","X0","blood","99.9.",26,"1",68500000,68600000,"train","X0","blood","99.9.",27,"1",68500000,68600000,"train","X0","blood","99.9.",28,"1",7e+07,70100000,"train","X0","blood","99.9.",29,"1",52600000,52700000,"train","X0","blood","99.9.",30
"33","1",54400000,54500000,"train","X0","blood","99.9.",1,"1",5.8e+07,58100000,"train","X0","blood","99.9.",2,"1",42700000,42800000,"train","X0","blood","99.9.",3,"1",52600000,52700000,"train","X0","blood","99.9.",4,"1",72600000,72700000,"train","X0","blood","99.9.",5,"1",5.8e+07,58100000,"train","X0","blood","99.9.",6,"1",50700000,50800000,"train","X0","blood","99.9.",7,"1",68500000,68600000,"train","X0","blood","99.9.",8,"1",54400000,54500000,"train","X0","blood","99.9.",9,"1",48300000,48400000,"train","X0","blood","99.9.",10,"1",57300000,57400000,"train","X0","blood","99.9.",11,"1",7e+07,70100000,"train","X0","blood","99.9.",12,"1",80700000,80800000,"train","X0","blood","99.9.",13,"1",42700000,42800000,"train","X0","blood","99.9.",14,"1",50700000,50800000,"train","X0","blood","99.9.",15,"1",49800000,49900000,"train","X0","blood","99.9.",16,"1",5.8e+07,58100000,"train","X0","blood","99.9.",17,"1",54400000,54500000,"train","X0","blood","99.9.",18,"1",5.8e+07,58100000,"train","X0","blood","99.9.",19,"1",69800000,69900000,"train","X0","blood","99.9.",20,"1",52600000,52700000,"train","X0","blood","99.9.",21,"1",72600000,72700000,"train","X0","blood","99.9.",22,"1",5.8e+07,58100000,"train","X0","blood","99.9.",23,"1",49800000,49900000,"train","X0","blood","99.9.",24,"1",42700000,42800000,"train","X0","blood","99.9.",25,"1",5.8e+07,58100000,"train","X0","blood","99.9.",26,"1",69800000,69900000,"train","X0","blood","99.9.",27,"1",69800000,69900000,"train","X0","blood","99.9.",28,"1",72600000,72700000,"train","X0","blood","99.9.",29,"1",54400000,54500000,"train","X0","blood","99.9.",30
"36","1",68500000,68600000,"train","X0","blood","99.9.",1,"1",68500000,68600000,"train","X0","blood","99.9.",2,"1",43200000,43300000,"train","X0","blood","99.9.",3,"1",54400000,54500000,"train","X0","blood","99.9.",4,"1",75400000,75500000,"train","X0","blood","99.9.",5,"1",68500000,68600000,"train","X0","blood","99.9.",6,"1",52600000,52700000,"train","X0","blood","99.9.",7,"1",7e+07,70100000,"train","X0","blood","99.9.",8,"1",5.8e+07,58100000,"train","X0","blood","99.9.",9,"1",50700000,50800000,"train","X0","blood","99.9.",10,"1",5.8e+07,58100000,"train","X0","blood","99.9.",11,"1",72600000,72700000,"train","X0","blood","99.9.",12,"1",81600000,81700000,"train","X0","blood","99.9.",13,"1",43200000,43300000,"train","X0","blood","99.9.",14,"1",54400000,54500000,"train","X0","blood","99.9.",15,"1",50700000,50800000,"train","X0","blood","99.9.",16,"1",69800000,69900000,"train","X0","blood","99.9.",17,"1",57300000,57400000,"train","X0","blood","99.9.",18,"1",69800000,69900000,"train","X0","blood","99.9.",19,"1",72600000,72700000,"train","X0","blood","99.9.",20,"1",54400000,54500000,"train","X0","blood","99.9.",21,"1",75400000,75500000,"train","X0","blood","99.9.",22,"1",68500000,68600000,"train","X0","blood","99.9.",23,"1",52600000,52700000,"train","X0","blood","99.9.",24,"1",47700000,47800000,"train","X0","blood","99.9.",25,"1",69800000,69900000,"train","X0","blood","99.9.",26,"1",7e+07,70100000,"train","X0","blood","99.9.",27,"1",7e+07,70100000,"train","X0","blood","99.9.",28,"1",75400000,75500000,"train","X0","blood","99.9.",29,"1",57300000,57400000,"train","X0","blood","99.9.",30
