"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat.","chr.1","from.1","to.1","data_type.1","target.1","cancer_type.1","labeling_type.1","repeat..1","chr.2","from.2","to.2","data_type.2","target.2","cancer_type.2","labeling_type.2","repeat..2","chr.3","from.3","to.3","data_type.3","target.3","cancer_type.3","labeling_type.3","repeat..3","chr.4","from.4","to.4","data_type.4","target.4","cancer_type.4","labeling_type.4","repeat..4","chr.5","from.5","to.5","data_type.5","target.5","cancer_type.5","labeling_type.5","repeat..5","chr.6","from.6","to.6","data_type.6","target.6","cancer_type.6","labeling_type.6","repeat..6","chr.7","from.7","to.7","data_type.7","target.7","cancer_type.7","labeling_type.7","repeat..7","chr.8","from.8","to.8","data_type.8","target.8","cancer_type.8","labeling_type.8","repeat..8","chr.9","from.9","to.9","data_type.9","target.9","cancer_type.9","labeling_type.9","repeat..9","chr.10","from.10","to.10","data_type.10","target.10","cancer_type.10","labeling_type.10","repeat..10","chr.11","from.11","to.11","data_type.11","target.11","cancer_type.11","labeling_type.11","repeat..11","chr.12","from.12","to.12","data_type.12","target.12","cancer_type.12","labeling_type.12","repeat..12","chr.13","from.13","to.13","data_type.13","target.13","cancer_type.13","labeling_type.13","repeat..13","chr.14","from.14","to.14","data_type.14","target.14","cancer_type.14","labeling_type.14","repeat..14","chr.15","from.15","to.15","data_type.15","target.15","cancer_type.15","labeling_type.15","repeat..15","chr.16","from.16","to.16","data_type.16","target.16","cancer_type.16","labeling_type.16","repeat..16","chr.17","from.17","to.17","data_type.17","target.17","cancer_type.17","labeling_type.17","repeat..17","chr.18","from.18","to.18","data_type.18","target.18","cancer_type.18","labeling_type.18","repeat..18","chr.19","from.19","to.19","data_type.19","target.19","cancer_type.19","labeling_type.19","repeat..19","chr.20","from.20","to.20","data_type.20","target.20","cancer_type.20","labeling_type.20","repeat..20","chr.21","from.21","to.21","data_type.21","target.21","cancer_type.21","labeling_type.21","repeat..21","chr.22","from.22","to.22","data_type.22","target.22","cancer_type.22","labeling_type.22","repeat..22","chr.23","from.23","to.23","data_type.23","target.23","cancer_type.23","labeling_type.23","repeat..23","chr.24","from.24","to.24","data_type.24","target.24","cancer_type.24","labeling_type.24","repeat..24","chr.25","from.25","to.25","data_type.25","target.25","cancer_type.25","labeling_type.25","repeat..25","chr.26","from.26","to.26","data_type.26","target.26","cancer_type.26","labeling_type.26","repeat..26","chr.27","from.27","to.27","data_type.27","target.27","cancer_type.27","labeling_type.27","repeat..27","chr.28","from.28","to.28","data_type.28","target.28","cancer_type.28","labeling_type.28","repeat..28","chr.29","from.29","to.29","data_type.29","target.29","cancer_type.29","labeling_type.29","repeat..29"
"37","2",91700000,91800000,"train","X0","brain","99.",1,"2",50900000,5.1e+07,"train","X0","brain","99.",2,"2",48200000,48300000,"train","X0","brain","99.",3,"2",85300000,85400000,"train","X0","brain","99.",4,"2",5.1e+07,51100000,"train","X0","brain","99.",5,"2",48500000,48600000,"train","X0","brain","99.",6,"2",50900000,5.1e+07,"train","X0","brain","99.",7,"2",91700000,91800000,"train","X0","brain","99.",8,"2",85300000,85400000,"train","X0","brain","99.",9,"2",91700000,91800000,"train","X0","brain","99.",10,"2",5.1e+07,51100000,"train","X0","brain","99.",11,"2",56200000,56300000,"train","X0","brain","99.",12,"2",56200000,56300000,"train","X0","brain","99.",13,"2",91700000,91800000,"train","X0","brain","99.",14,"2",48500000,48600000,"train","X0","brain","99.",15,"2",48500000,48600000,"train","X0","brain","99.",16,"2",48200000,48300000,"train","X0","brain","99.",17,"2",56300000,56400000,"train","X0","brain","99.",18,"2",5.1e+07,51100000,"train","X0","brain","99.",19,"2",50900000,5.1e+07,"train","X0","brain","99.",20,"2",5.1e+07,51100000,"train","X0","brain","99.",21,"2",88600000,88700000,"train","X0","brain","99.",22,"2",50900000,5.1e+07,"train","X0","brain","99.",23,"2",50900000,5.1e+07,"train","X0","brain","99.",24,"2",50900000,5.1e+07,"train","X0","brain","99.",25,"2",56300000,56400000,"train","X0","brain","99.",26,"2",48500000,48600000,"train","X0","brain","99.",27,"2",5.1e+07,51100000,"train","X0","brain","99.",28,"2",5.1e+07,51100000,"train","X0","brain","99.",29,"2",48500000,48600000,"train","X0","brain","99.",30
"40","2",114700000,114800000,"train","X0","brain","99.",1,"2",56300000,56400000,"train","X0","brain","99.",2,"2",48500000,48600000,"train","X0","brain","99.",3,"2",114700000,114800000,"train","X0","brain","99.",4,"2",56200000,56300000,"train","X0","brain","99.",5,"2",50900000,5.1e+07,"train","X0","brain","99.",6,"2",56200000,56300000,"train","X0","brain","99.",7,"2",114700000,114800000,"train","X0","brain","99.",8,"2",88600000,88700000,"train","X0","brain","99.",9,"2",115800000,115900000,"train","X0","brain","99.",10,"2",56300000,56400000,"train","X0","brain","99.",11,"2",56300000,56400000,"train","X0","brain","99.",12,"2",56300000,56400000,"train","X0","brain","99.",13,"2",115800000,115900000,"train","X0","brain","99.",14,"2",50900000,5.1e+07,"train","X0","brain","99.",15,"2",56300000,56400000,"train","X0","brain","99.",16,"2",48500000,48600000,"train","X0","brain","99.",17,"2",85300000,85400000,"train","X0","brain","99.",18,"2",56300000,56400000,"train","X0","brain","99.",19,"2",56200000,56300000,"train","X0","brain","99.",20,"2",91700000,91800000,"train","X0","brain","99.",21,"2",91700000,91800000,"train","X0","brain","99.",22,"2",56200000,56300000,"train","X0","brain","99.",23,"2",5.1e+07,51100000,"train","X0","brain","99.",24,"2",5.1e+07,51100000,"train","X0","brain","99.",25,"2",85300000,85400000,"train","X0","brain","99.",26,"2",50900000,5.1e+07,"train","X0","brain","99.",27,"2",56200000,56300000,"train","X0","brain","99.",28,"2",56200000,56300000,"train","X0","brain","99.",29,"2",56200000,56300000,"train","X0","brain","99.",30
"41","2",115800000,115900000,"train","X0","brain","99.",1,"2",91700000,91800000,"train","X0","brain","99.",2,"2",50900000,5.1e+07,"train","X0","brain","99.",3,"2",115800000,115900000,"train","X0","brain","99.",4,"2",56300000,56400000,"train","X0","brain","99.",5,"2",5.1e+07,51100000,"train","X0","brain","99.",6,"2",56300000,56400000,"train","X0","brain","99.",7,"2",115800000,115900000,"train","X0","brain","99.",8,"2",91700000,91800000,"train","X0","brain","99.",9,"2",116500000,116600000,"train","X0","brain","99.",10,"2",85300000,85400000,"train","X0","brain","99.",11,"2",91700000,91800000,"train","X0","brain","99.",12,"2",85300000,85400000,"train","X0","brain","99.",13,"2",115900000,1.16e+08,"train","X0","brain","99.",14,"2",5.1e+07,51100000,"train","X0","brain","99.",15,"2",85300000,85400000,"train","X0","brain","99.",16,"2",50900000,5.1e+07,"train","X0","brain","99.",17,"2",91700000,91800000,"train","X0","brain","99.",18,"2",88600000,88700000,"train","X0","brain","99.",19,"2",56300000,56400000,"train","X0","brain","99.",20,"2",114700000,114800000,"train","X0","brain","99.",21,"2",114700000,114800000,"train","X0","brain","99.",22,"2",56300000,56400000,"train","X0","brain","99.",23,"2",56300000,56400000,"train","X0","brain","99.",24,"2",56200000,56300000,"train","X0","brain","99.",25,"2",91700000,91800000,"train","X0","brain","99.",26,"2",5.1e+07,51100000,"train","X0","brain","99.",27,"2",85300000,85400000,"train","X0","brain","99.",28,"2",56300000,56400000,"train","X0","brain","99.",29,"2",56300000,56400000,"train","X0","brain","99.",30
"42","2",115900000,1.16e+08,"train","X0","brain","99.",1,"2",115900000,1.16e+08,"train","X0","brain","99.",2,"2",5.1e+07,51100000,"train","X0","brain","99.",3,"2",115900000,1.16e+08,"train","X0","brain","99.",4,"2",114700000,114800000,"train","X0","brain","99.",5,"2",56300000,56400000,"train","X0","brain","99.",6,"2",85300000,85400000,"train","X0","brain","99.",7,"2",116500000,116600000,"train","X0","brain","99.",8,"2",114700000,114800000,"train","X0","brain","99.",9,"2",119900000,1.2e+08,"train","X0","brain","99.",10,"2",88600000,88700000,"train","X0","brain","99.",11,"2",114700000,114800000,"train","X0","brain","99.",12,"2",88600000,88700000,"train","X0","brain","99.",13,"2",116500000,116600000,"train","X0","brain","99.",14,"2",85300000,85400000,"train","X0","brain","99.",15,"2",88600000,88700000,"train","X0","brain","99.",16,"2",56200000,56300000,"train","X0","brain","99.",17,"2",114700000,114800000,"train","X0","brain","99.",18,"2",91700000,91800000,"train","X0","brain","99.",19,"2",85300000,85400000,"train","X0","brain","99.",20,"2",115800000,115900000,"train","X0","brain","99.",21,"2",115800000,115900000,"train","X0","brain","99.",22,"2",88600000,88700000,"train","X0","brain","99.",23,"2",85300000,85400000,"train","X0","brain","99.",24,"2",88600000,88700000,"train","X0","brain","99.",25,"2",114700000,114800000,"train","X0","brain","99.",26,"2",56300000,56400000,"train","X0","brain","99.",27,"2",88600000,88700000,"train","X0","brain","99.",28,"2",88600000,88700000,"train","X0","brain","99.",29,"2",85300000,85400000,"train","X0","brain","99.",30
"43","2",116500000,116600000,"train","X0","brain","99.",1,"2",116500000,116600000,"train","X0","brain","99.",2,"2",56200000,56300000,"train","X0","brain","99.",3,"2",119900000,1.2e+08,"train","X0","brain","99.",4,"2",115800000,115900000,"train","X0","brain","99.",5,"2",85300000,85400000,"train","X0","brain","99.",6,"2",88600000,88700000,"train","X0","brain","99.",7,"2",1.2e+08,120100000,"train","X0","brain","99.",8,"2",115800000,115900000,"train","X0","brain","99.",9,"2",1.2e+08,120100000,"train","X0","brain","99.",10,"2",91700000,91800000,"train","X0","brain","99.",11,"2",115800000,115900000,"train","X0","brain","99.",12,"2",91700000,91800000,"train","X0","brain","99.",13,"2",119900000,1.2e+08,"train","X0","brain","99.",14,"2",88600000,88700000,"train","X0","brain","99.",15,"2",91700000,91800000,"train","X0","brain","99.",16,"2",91700000,91800000,"train","X0","brain","99.",17,"2",115800000,115900000,"train","X0","brain","99.",18,"2",114700000,114800000,"train","X0","brain","99.",19,"2",91700000,91800000,"train","X0","brain","99.",20,"2",115900000,1.16e+08,"train","X0","brain","99.",21,"2",116500000,116600000,"train","X0","brain","99.",22,"2",114700000,114800000,"train","X0","brain","99.",23,"2",88600000,88700000,"train","X0","brain","99.",24,"2",115800000,115900000,"train","X0","brain","99.",25,"2",115900000,1.16e+08,"train","X0","brain","99.",26,"2",85300000,85400000,"train","X0","brain","99.",27,"2",91700000,91800000,"train","X0","brain","99.",28,"2",91700000,91800000,"train","X0","brain","99.",29,"2",88600000,88700000,"train","X0","brain","99.",30
"44","2",119900000,1.2e+08,"train","X0","brain","99.",1,"2",119900000,1.2e+08,"train","X0","brain","99.",2,"2",88600000,88700000,"train","X0","brain","99.",3,"2",1.2e+08,120100000,"train","X0","brain","99.",4,"2",115900000,1.16e+08,"train","X0","brain","99.",5,"2",88600000,88700000,"train","X0","brain","99.",6,"2",114700000,114800000,"train","X0","brain","99.",7,"2",120500000,120600000,"train","X0","brain","99.",8,"2",116500000,116600000,"train","X0","brain","99.",9,"2",120500000,120600000,"train","X0","brain","99.",10,"2",114700000,114800000,"train","X0","brain","99.",11,"2",115900000,1.16e+08,"train","X0","brain","99.",12,"2",115800000,115900000,"train","X0","brain","99.",13,"2",1.2e+08,120100000,"train","X0","brain","99.",14,"2",91700000,91800000,"train","X0","brain","99.",15,"2",114700000,114800000,"train","X0","brain","99.",16,"2",114700000,114800000,"train","X0","brain","99.",17,"2",115900000,1.16e+08,"train","X0","brain","99.",18,"2",115800000,115900000,"train","X0","brain","99.",19,"2",114700000,114800000,"train","X0","brain","99.",20,"2",116500000,116600000,"train","X0","brain","99.",21,"2",119900000,1.2e+08,"train","X0","brain","99.",22,"2",115800000,115900000,"train","X0","brain","99.",23,"2",91700000,91800000,"train","X0","brain","99.",24,"2",119900000,1.2e+08,"train","X0","brain","99.",25,"2",119900000,1.2e+08,"train","X0","brain","99.",26,"2",88600000,88700000,"train","X0","brain","99.",27,"2",114700000,114800000,"train","X0","brain","99.",28,"2",114700000,114800000,"train","X0","brain","99.",29,"2",91700000,91800000,"train","X0","brain","99.",30
"46","2",120500000,120600000,"train","X0","brain","99.",1,"2",120500000,120600000,"train","X0","brain","99.",2,"2",91700000,91800000,"train","X0","brain","99.",3,"2",120900000,1.21e+08,"train","X0","brain","99.",4,"2",119900000,1.2e+08,"train","X0","brain","99.",5,"2",115800000,115900000,"train","X0","brain","99.",6,"2",115800000,115900000,"train","X0","brain","99.",7,"2",120600000,120700000,"train","X0","brain","99.",8,"2",119900000,1.2e+08,"train","X0","brain","99.",9,"2",1.21e+08,121100000,"train","X0","brain","99.",10,"2",115900000,1.16e+08,"train","X0","brain","99.",11,"2",116500000,116600000,"train","X0","brain","99.",12,"2",119900000,1.2e+08,"train","X0","brain","99.",13,"2",120500000,120600000,"train","X0","brain","99.",14,"2",114700000,114800000,"train","X0","brain","99.",15,"2",115800000,115900000,"train","X0","brain","99.",16,"2",115800000,115900000,"train","X0","brain","99.",17,"2",116500000,116600000,"train","X0","brain","99.",18,"2",115900000,1.16e+08,"train","X0","brain","99.",19,"2",115800000,115900000,"train","X0","brain","99.",20,"2",119900000,1.2e+08,"train","X0","brain","99.",21,"2",1.2e+08,120100000,"train","X0","brain","99.",22,"2",115900000,1.16e+08,"train","X0","brain","99.",23,"2",114700000,114800000,"train","X0","brain","99.",24,"2",1.2e+08,120100000,"train","X0","brain","99.",25,"2",1.2e+08,120100000,"train","X0","brain","99.",26,"2",91700000,91800000,"train","X0","brain","99.",27,"2",115900000,1.16e+08,"train","X0","brain","99.",28,"2",115900000,1.16e+08,"train","X0","brain","99.",29,"2",114700000,114800000,"train","X0","brain","99.",30
"47","2",120600000,120700000,"train","X0","brain","99.",1,"2",120600000,120700000,"train","X0","brain","99.",2,"2",115800000,115900000,"train","X0","brain","99.",3,"2",121800000,121900000,"train","X0","brain","99.",4,"2",1.2e+08,120100000,"train","X0","brain","99.",5,"2",116500000,116600000,"train","X0","brain","99.",6,"2",116500000,116600000,"train","X0","brain","99.",7,"2",1.21e+08,121100000,"train","X0","brain","99.",8,"2",1.2e+08,120100000,"train","X0","brain","99.",9,"2",121100000,121200000,"train","X0","brain","99.",10,"2",119900000,1.2e+08,"train","X0","brain","99.",11,"2",119900000,1.2e+08,"train","X0","brain","99.",12,"2",1.2e+08,120100000,"train","X0","brain","99.",13,"2",120600000,120700000,"train","X0","brain","99.",14,"2",115800000,115900000,"train","X0","brain","99.",15,"2",115900000,1.16e+08,"train","X0","brain","99.",16,"2",115900000,1.16e+08,"train","X0","brain","99.",17,"2",1.2e+08,120100000,"train","X0","brain","99.",18,"2",1.2e+08,120100000,"train","X0","brain","99.",19,"2",115900000,1.16e+08,"train","X0","brain","99.",20,"2",120600000,120700000,"train","X0","brain","99.",21,"2",120600000,120700000,"train","X0","brain","99.",22,"2",119900000,1.2e+08,"train","X0","brain","99.",23,"2",115900000,1.16e+08,"train","X0","brain","99.",24,"2",120600000,120700000,"train","X0","brain","99.",25,"2",120500000,120600000,"train","X0","brain","99.",26,"2",114700000,114800000,"train","X0","brain","99.",27,"2",119900000,1.2e+08,"train","X0","brain","99.",28,"2",116500000,116600000,"train","X0","brain","99.",29,"2",115800000,115900000,"train","X0","brain","99.",30
"48","2",120900000,1.21e+08,"train","X0","brain","99.",1,"2",120900000,1.21e+08,"train","X0","brain","99.",2,"2",115900000,1.16e+08,"train","X0","brain","99.",3,"2",122100000,122200000,"train","X0","brain","99.",4,"2",120500000,120600000,"train","X0","brain","99.",5,"2",119900000,1.2e+08,"train","X0","brain","99.",6,"2",1.2e+08,120100000,"train","X0","brain","99.",7,"2",121100000,121200000,"train","X0","brain","99.",8,"2",120500000,120600000,"train","X0","brain","99.",9,"2",121800000,121900000,"train","X0","brain","99.",10,"2",1.2e+08,120100000,"train","X0","brain","99.",11,"2",1.2e+08,120100000,"train","X0","brain","99.",12,"2",120600000,120700000,"train","X0","brain","99.",13,"2",120900000,1.21e+08,"train","X0","brain","99.",14,"2",115900000,1.16e+08,"train","X0","brain","99.",15,"2",1.2e+08,120100000,"train","X0","brain","99.",16,"2",116500000,116600000,"train","X0","brain","99.",17,"2",120500000,120600000,"train","X0","brain","99.",18,"2",120600000,120700000,"train","X0","brain","99.",19,"2",119900000,1.2e+08,"train","X0","brain","99.",20,"2",1.21e+08,121100000,"train","X0","brain","99.",21,"2",1.21e+08,121100000,"train","X0","brain","99.",22,"2",120500000,120600000,"train","X0","brain","99.",23,"2",116500000,116600000,"train","X0","brain","99.",24,"2",120900000,1.21e+08,"train","X0","brain","99.",25,"2",120600000,120700000,"train","X0","brain","99.",26,"2",115800000,115900000,"train","X0","brain","99.",27,"2",120500000,120600000,"train","X0","brain","99.",28,"2",1.2e+08,120100000,"train","X0","brain","99.",29,"2",115900000,1.16e+08,"train","X0","brain","99.",30
"50","2",121100000,121200000,"train","X0","brain","99.",1,"2",121100000,121200000,"train","X0","brain","99.",2,"2",1.2e+08,120100000,"train","X0","brain","99.",3,"2",123700000,123800000,"train","X0","brain","99.",4,"2",120600000,120700000,"train","X0","brain","99.",5,"2",1.2e+08,120100000,"train","X0","brain","99.",6,"2",120500000,120600000,"train","X0","brain","99.",7,"2",121800000,121900000,"train","X0","brain","99.",8,"2",120900000,1.21e+08,"train","X0","brain","99.",9,"2",122100000,122200000,"train","X0","brain","99.",10,"2",120600000,120700000,"train","X0","brain","99.",11,"2",120900000,1.21e+08,"train","X0","brain","99.",12,"2",120900000,1.21e+08,"train","X0","brain","99.",13,"2",1.21e+08,121100000,"train","X0","brain","99.",14,"2",116500000,116600000,"train","X0","brain","99.",15,"2",120500000,120600000,"train","X0","brain","99.",16,"2",119900000,1.2e+08,"train","X0","brain","99.",17,"2",120600000,120700000,"train","X0","brain","99.",18,"2",120900000,1.21e+08,"train","X0","brain","99.",19,"2",1.2e+08,120100000,"train","X0","brain","99.",20,"2",121100000,121200000,"train","X0","brain","99.",21,"2",121100000,121200000,"train","X0","brain","99.",22,"2",120600000,120700000,"train","X0","brain","99.",23,"2",119900000,1.2e+08,"train","X0","brain","99.",24,"2",121100000,121200000,"train","X0","brain","99.",25,"2",120900000,1.21e+08,"train","X0","brain","99.",26,"2",116500000,116600000,"train","X0","brain","99.",27,"2",120600000,120700000,"train","X0","brain","99.",28,"2",120600000,120700000,"train","X0","brain","99.",29,"2",1.2e+08,120100000,"train","X0","brain","99.",30
"53","2",121800000,121900000,"train","X0","brain","99.",1,"2",121800000,121900000,"train","X0","brain","99.",2,"2",120500000,120600000,"train","X0","brain","99.",3,"2",152400000,152500000,"train","X0","brain","99.",4,"2",1.21e+08,121100000,"train","X0","brain","99.",5,"2",120900000,1.21e+08,"train","X0","brain","99.",6,"2",120600000,120700000,"train","X0","brain","99.",7,"2",123700000,123800000,"train","X0","brain","99.",8,"2",1.21e+08,121100000,"train","X0","brain","99.",9,"2",152400000,152500000,"train","X0","brain","99.",10,"2",1.21e+08,121100000,"train","X0","brain","99.",11,"2",1.21e+08,121100000,"train","X0","brain","99.",12,"2",1.21e+08,121100000,"train","X0","brain","99.",13,"2",122100000,122200000,"train","X0","brain","99.",14,"2",119900000,1.2e+08,"train","X0","brain","99.",15,"2",1.21e+08,121100000,"train","X0","brain","99.",16,"2",1.2e+08,120100000,"train","X0","brain","99.",17,"2",120900000,1.21e+08,"train","X0","brain","99.",18,"2",1.21e+08,121100000,"train","X0","brain","99.",19,"2",122100000,122200000,"train","X0","brain","99.",20,"2",121800000,121900000,"train","X0","brain","99.",21,"2",121800000,121900000,"train","X0","brain","99.",22,"2",1.21e+08,121100000,"train","X0","brain","99.",23,"2",1.2e+08,120100000,"train","X0","brain","99.",24,"2",121800000,121900000,"train","X0","brain","99.",25,"2",1.21e+08,121100000,"train","X0","brain","99.",26,"2",119900000,1.2e+08,"train","X0","brain","99.",27,"2",1.21e+08,121100000,"train","X0","brain","99.",28,"2",120900000,1.21e+08,"train","X0","brain","99.",29,"2",120500000,120600000,"train","X0","brain","99.",30
"54","2",122100000,122200000,"train","X0","brain","99.",1,"2",123700000,123800000,"train","X0","brain","99.",2,"2",120600000,120700000,"train","X0","brain","99.",3,"2",152700000,152800000,"train","X0","brain","99.",4,"2",121100000,121200000,"train","X0","brain","99.",5,"2",1.21e+08,121100000,"train","X0","brain","99.",6,"2",1.21e+08,121100000,"train","X0","brain","99.",7,"2",152400000,152500000,"train","X0","brain","99.",8,"2",121100000,121200000,"train","X0","brain","99.",9,"2",152700000,152800000,"train","X0","brain","99.",10,"2",121100000,121200000,"train","X0","brain","99.",11,"2",121100000,121200000,"train","X0","brain","99.",12,"2",121100000,121200000,"train","X0","brain","99.",13,"2",152400000,152500000,"train","X0","brain","99.",14,"2",1.2e+08,120100000,"train","X0","brain","99.",15,"2",121100000,121200000,"train","X0","brain","99.",16,"2",120500000,120600000,"train","X0","brain","99.",17,"2",1.21e+08,121100000,"train","X0","brain","99.",18,"2",121100000,121200000,"train","X0","brain","99.",19,"2",123700000,123800000,"train","X0","brain","99.",20,"2",122100000,122200000,"train","X0","brain","99.",21,"2",122100000,122200000,"train","X0","brain","99.",22,"2",121100000,121200000,"train","X0","brain","99.",23,"2",120500000,120600000,"train","X0","brain","99.",24,"2",122100000,122200000,"train","X0","brain","99.",25,"2",121100000,121200000,"train","X0","brain","99.",26,"2",1.2e+08,120100000,"train","X0","brain","99.",27,"2",121100000,121200000,"train","X0","brain","99.",28,"2",1.21e+08,121100000,"train","X0","brain","99.",29,"2",120600000,120700000,"train","X0","brain","99.",30
"58","2",152400000,152500000,"train","X0","brain","99.",1,"2",152400000,152500000,"train","X0","brain","99.",2,"2",120900000,1.21e+08,"train","X0","brain","99.",3,"2",170300000,170400000,"train","X0","brain","99.",4,"2",122100000,122200000,"train","X0","brain","99.",5,"2",121100000,121200000,"train","X0","brain","99.",6,"2",121100000,121200000,"train","X0","brain","99.",7,"2",152700000,152800000,"train","X0","brain","99.",8,"2",121800000,121900000,"train","X0","brain","99.",9,"2",187100000,187200000,"train","X0","brain","99.",10,"2",121800000,121900000,"train","X0","brain","99.",11,"2",121800000,121900000,"train","X0","brain","99.",12,"2",121800000,121900000,"train","X0","brain","99.",13,"2",152700000,152800000,"train","X0","brain","99.",14,"2",120500000,120600000,"train","X0","brain","99.",15,"2",121800000,121900000,"train","X0","brain","99.",16,"2",120600000,120700000,"train","X0","brain","99.",17,"2",121100000,121200000,"train","X0","brain","99.",18,"2",121800000,121900000,"train","X0","brain","99.",19,"2",152400000,152500000,"train","X0","brain","99.",20,"2",123700000,123800000,"train","X0","brain","99.",21,"2",123700000,123800000,"train","X0","brain","99.",22,"2",121800000,121900000,"train","X0","brain","99.",23,"2",120600000,120700000,"train","X0","brain","99.",24,"2",123700000,123800000,"train","X0","brain","99.",25,"2",121800000,121900000,"train","X0","brain","99.",26,"2",120500000,120600000,"train","X0","brain","99.",27,"2",121800000,121900000,"train","X0","brain","99.",28,"2",121100000,121200000,"train","X0","brain","99.",29,"2",120900000,1.21e+08,"train","X0","brain","99.",30
"59","2",152700000,152800000,"train","X0","brain","99.",1,"2",152700000,152800000,"train","X0","brain","99.",2,"2",1.21e+08,121100000,"train","X0","brain","99.",3,"2",187100000,187200000,"train","X0","brain","99.",4,"2",152400000,152500000,"train","X0","brain","99.",5,"2",122100000,122200000,"train","X0","brain","99.",6,"2",121800000,121900000,"train","X0","brain","99.",7,"2",170300000,170400000,"train","X0","brain","99.",8,"2",122100000,122200000,"train","X0","brain","99.",9,"2",187200000,187300000,"train","X0","brain","99.",10,"2",123700000,123800000,"train","X0","brain","99.",11,"2",123700000,123800000,"train","X0","brain","99.",12,"2",122100000,122200000,"train","X0","brain","99.",13,"2",170300000,170400000,"train","X0","brain","99.",14,"2",120600000,120700000,"train","X0","brain","99.",15,"2",123700000,123800000,"train","X0","brain","99.",16,"2",120900000,1.21e+08,"train","X0","brain","99.",17,"2",121800000,121900000,"train","X0","brain","99.",18,"2",122100000,122200000,"train","X0","brain","99.",19,"2",152700000,152800000,"train","X0","brain","99.",20,"2",170300000,170400000,"train","X0","brain","99.",21,"2",152400000,152500000,"train","X0","brain","99.",22,"2",152400000,152500000,"train","X0","brain","99.",23,"2",120900000,1.21e+08,"train","X0","brain","99.",24,"2",152400000,152500000,"train","X0","brain","99.",25,"2",122100000,122200000,"train","X0","brain","99.",26,"2",120900000,1.21e+08,"train","X0","brain","99.",27,"2",122100000,122200000,"train","X0","brain","99.",28,"2",121800000,121900000,"train","X0","brain","99.",29,"2",1.21e+08,121100000,"train","X0","brain","99.",30
"62","2",170300000,170400000,"train","X0","brain","99.",1,"2",170300000,170400000,"train","X0","brain","99.",2,"2",122100000,122200000,"train","X0","brain","99.",3,"2",200200000,200300000,"train","X0","brain","99.",4,"2",170300000,170400000,"train","X0","brain","99.",5,"2",152400000,152500000,"train","X0","brain","99.",6,"2",122100000,122200000,"train","X0","brain","99.",7,"2",170400000,170500000,"train","X0","brain","99.",8,"2",123700000,123800000,"train","X0","brain","99.",9,"2",2.07e+08,207100000,"train","X0","brain","99.",10,"2",170300000,170400000,"train","X0","brain","99.",11,"2",152400000,152500000,"train","X0","brain","99.",12,"2",152400000,152500000,"train","X0","brain","99.",13,"2",170400000,170500000,"train","X0","brain","99.",14,"2",120900000,1.21e+08,"train","X0","brain","99.",15,"2",152400000,152500000,"train","X0","brain","99.",16,"2",1.21e+08,121100000,"train","X0","brain","99.",17,"2",122100000,122200000,"train","X0","brain","99.",18,"2",123700000,123800000,"train","X0","brain","99.",19,"2",170400000,170500000,"train","X0","brain","99.",20,"2",170400000,170500000,"train","X0","brain","99.",21,"2",170300000,170400000,"train","X0","brain","99.",22,"2",152700000,152800000,"train","X0","brain","99.",23,"2",121100000,121200000,"train","X0","brain","99.",24,"2",152700000,152800000,"train","X0","brain","99.",25,"2",123700000,123800000,"train","X0","brain","99.",26,"2",121100000,121200000,"train","X0","brain","99.",27,"2",123700000,123800000,"train","X0","brain","99.",28,"2",122100000,122200000,"train","X0","brain","99.",29,"2",121800000,121900000,"train","X0","brain","99.",30
"65","2",187100000,187200000,"train","X0","brain","99.",1,"2",170400000,170500000,"train","X0","brain","99.",2,"2",152700000,152800000,"train","X0","brain","99.",3,"2",2.07e+08,207100000,"train","X0","brain","99.",4,"2",187100000,187200000,"train","X0","brain","99.",5,"2",152700000,152800000,"train","X0","brain","99.",6,"2",152400000,152500000,"train","X0","brain","99.",7,"2",187100000,187200000,"train","X0","brain","99.",8,"2",152400000,152500000,"train","X0","brain","99.",9,"2",233200000,233300000,"train","X0","brain","99.",10,"2",170400000,170500000,"train","X0","brain","99.",11,"2",152700000,152800000,"train","X0","brain","99.",12,"2",187200000,187300000,"train","X0","brain","99.",13,"2",187100000,187200000,"train","X0","brain","99.",14,"2",1.21e+08,121100000,"train","X0","brain","99.",15,"2",152700000,152800000,"train","X0","brain","99.",16,"2",121100000,121200000,"train","X0","brain","99.",17,"2",152400000,152500000,"train","X0","brain","99.",18,"2",152400000,152500000,"train","X0","brain","99.",19,"2",187100000,187200000,"train","X0","brain","99.",20,"2",187100000,187200000,"train","X0","brain","99.",21,"2",170400000,170500000,"train","X0","brain","99.",22,"2",170300000,170400000,"train","X0","brain","99.",23,"2",121800000,121900000,"train","X0","brain","99.",24,"2",170300000,170400000,"train","X0","brain","99.",25,"2",152400000,152500000,"train","X0","brain","99.",26,"2",121800000,121900000,"train","X0","brain","99.",27,"2",152400000,152500000,"train","X0","brain","99.",28,"2",123700000,123800000,"train","X0","brain","99.",29,"2",122100000,122200000,"train","X0","brain","99.",30
