"","chr","from","to","data_type","target","cancer_type","labeling_type","repeat"
"74820","19",5e+05,6e+05,"train","X0","brain","99.9.",21
"74920","19",2200000,2300000,"train","X0","brain","99.9.",21
"75020","19",10600000,10700000,"train","X0","brain","99.9.",21
"75124","19",10700000,10800000,"train","X0","brain","99.9.",21
"75320","19",15400000,15500000,"train","X0","brain","99.9.",21
"75620","19",16900000,1.7e+07,"train","X0","brain","99.9.",21
"75720","19",28300000,28400000,"train","X0","brain","99.9.",21
"75820","19",53300000,53400000,"train","X0","brain","99.9.",21
"75920","19",53400000,53500000,"train","X0","brain","99.9.",21
"76020","19",53900000,5.4e+07,"train","X0","brain","99.9.",21
"76222","19",54900000,5.5e+07,"train","X0","brain","99.9.",21
"76720","20",35100000,35200000,"train","X0","brain","99.9.",21
"76820","20",37100000,37200000,"train","X0","brain","99.9.",21
"76920","20",38100000,38200000,"train","X0","brain","99.9.",21
"77320","21",41400000,41500000,"train","X0","brain","99.9.",21
"77920","22",23100000,23200000,"train","X0","brain","99.9.",21
"78124","22",2.5e+07,25100000,"train","X0","brain","99.9.",21
"78221","22",43100000,43200000,"train","X0","brain","99.9.",21
"78321","22",50200000,50300000,"train","X0","brain","99.9.",21
"78420","X",2800000,2900000,"train","X0","brain","99.9.",21
"78620","X",30300000,30400000,"train","X0","brain","99.9.",21
"78720","X",34600000,34700000,"train","X0","brain","99.9.",21
"78820","X",4.8e+07,48100000,"train","X0","brain","99.9.",21
"78920","X",49200000,49300000,"train","X0","brain","99.9.",21
"79020","X",49300000,49400000,"train","X0","brain","99.9.",21
"79124","X",65900000,6.6e+07,"train","X0","brain","99.9.",21
"79222","X",7.1e+07,71100000,"train","X0","brain","99.9.",21
"79320","X",72200000,72300000,"train","X0","brain","99.9.",21
"79420","X",73700000,73800000,"train","X0","brain","99.9.",21
"79820","X",91100000,91200000,"train","X0","brain","99.9.",21
"79920","X",91200000,91300000,"train","X0","brain","99.9.",21
"80020","X",9.2e+07,92100000,"train","X0","brain","99.9.",21
"80124","X",92100000,92200000,"train","X0","brain","99.9.",21
"80222","X",93800000,93900000,"train","X0","brain","99.9.",21
"80420","X",117600000,117700000,"train","X0","brain","99.9.",21
"80520","X",119800000,119900000,"train","X0","brain","99.9.",21
"80720","X",120300000,120400000,"train","X0","brain","99.9.",21
"80820","X",120400000,120500000,"train","X0","brain","99.9.",21
"81020","X",121800000,121900000,"train","X0","brain","99.9.",21
"81222","X",127500000,127600000,"train","X0","brain","99.9.",21
"81320","X",130800000,130900000,"train","X0","brain","99.9.",21
"81420","X",1.31e+08,131100000,"train","X0","brain","99.9.",21
"81520","X",133300000,133400000,"train","X0","brain","99.9.",21
"81620","X",136900000,1.37e+08,"train","X0","brain","99.9.",21
"81720","X",144500000,144600000,"train","X0","brain","99.9.",21
"81820","X",1.49e+08,149100000,"train","X0","brain","99.9.",21
"21124","6",119500000,119600000,"train","X1","brain","99.9.",21
"21720","6",170700000,170800000,"train","X1","brain","99.9.",21
"26620","7",138500000,138600000,"train","X1","brain","99.9.",21
"26820","7",140400000,140500000,"train","X1","brain","99.9.",21
"31520","9",140200000,140300000,"train","X1","brain","99.9.",21
"38520","13",113400000,113500000,"train","X1","brain","99.9.",21
"39720","14",60900000,6.1e+07,"train","X1","brain","99.9.",21
"69920","16",69800000,69900000,"train","X1","brain","99.9.",21
"74520","18",75700000,75800000,"train","X1","brain","99.9.",21
"76620","20",33200000,33300000,"train","X1","brain","99.9.",21
"77020","20",59900000,6e+07,"train","X1","brain","99.9.",21
"77124","20",60500000,60600000,"train","X1","brain","99.9.",21
"77420","21",42900000,4.3e+07,"train","X1","brain","99.9.",21
"77520","21",4.3e+07,43100000,"train","X1","brain","99.9.",21
"77720","21",47500000,47600000,"train","X1","brain","99.9.",21
"7900","1",79500000,79600000,"test","X0","brain","99.9.",21
"9104","1",82100000,82200000,"test","X0","brain","99.9.",21
"11108","1",120600000,120700000,"test","X0","brain","99.9.",21
"12106","1",1.45e+08,145100000,"test","X0","brain","99.9.",21
"16104","1",182100000,182200000,"test","X0","brain","99.9.",21
"18104","2",1900000,2e+06,"test","X0","brain","99.9.",21
"20104","2",13500000,13600000,"test","X0","brain","99.9.",21
"22105","2",14200000,14300000,"test","X0","brain","99.9.",21
"28104","2",23700000,23800000,"test","X0","brain","99.9.",21
"29104","2",48200000,48300000,"test","X0","brain","99.9.",21
"30104","2",48500000,48600000,"test","X0","brain","99.9.",21
"31107","2",50900000,5.1e+07,"test","X0","brain","99.9.",21
"34104","2",56300000,56400000,"test","X0","brain","99.9.",21
"36104","2",88600000,88700000,"test","X0","brain","99.9.",21
"41108","2",115800000,115900000,"test","X0","brain","99.9.",21
"47104","2",120600000,120700000,"test","X0","brain","99.9.",21
"48104","2",120900000,1.21e+08,"test","X0","brain","99.9.",21
"52105","2",121700000,121800000,"test","X0","brain","99.9.",21
"53105","2",121800000,121900000,"test","X0","brain","99.9.",21
"67104","2",200200000,200300000,"test","X0","brain","99.9.",21
"68104","2",2.07e+08,207100000,"test","X0","brain","99.9.",21
"72105","3",3500000,3600000,"test","X0","brain","99.9.",21
"75104","3",36300000,36400000,"test","X0","brain","99.9.",21
"77104","3",47800000,47900000,"test","X0","brain","99.9.",21
"81100","3",77300000,77400000,"test","X0","brain","99.9.",21
"8420","3",94500000,94600000,"test","X0","brain","99.9.",21
"8620","3",113400000,113500000,"test","X0","brain","99.9.",21
"9620","3",195200000,195300000,"test","X0","brain","99.9.",21
"9920","4",6e+05,7e+05,"test","X0","brain","99.9.",21
"10124","4",1500000,1600000,"test","X0","brain","99.9.",21
"10520","4",6e+06,6100000,"test","X0","brain","99.9.",21
"10620","4",7200000,7300000,"test","X0","brain","99.9.",21
"11222","4",21700000,21800000,"test","X0","brain","99.9.",21
"11321","4",21800000,21900000,"test","X0","brain","99.9.",21
"12320","4",33400000,33500000,"test","X0","brain","99.9.",21
"12620","4",38600000,38700000,"test","X0","brain","99.9.",21
"12720","4",41400000,41500000,"test","X0","brain","99.9.",21
"13222","4",56600000,56700000,"test","X0","brain","99.9.",21
"13620","4",57100000,57200000,"test","X0","brain","99.9.",21
"14420","4",116900000,1.17e+08,"test","X0","brain","99.9.",21
"14520","4",1.24e+08,124100000,"test","X0","brain","99.9.",21
"15222","4",127400000,127500000,"test","X0","brain","99.9.",21
"15520","4",134400000,134500000,"test","X0","brain","99.9.",21
"15820","4",154600000,154700000,"test","X0","brain","99.9.",21
"15920","4",159500000,159600000,"test","X0","brain","99.9.",21
"16020","4",159800000,159900000,"test","X0","brain","99.9.",21
"16320","4",164300000,164400000,"test","X0","brain","99.9.",21
"16720","4",166400000,166500000,"test","X0","brain","99.9.",21
"16920","4",169500000,169600000,"test","X0","brain","99.9.",21
"17020","4",1.7e+08,170100000,"test","X0","brain","99.9.",21
"17222","4",170400000,170500000,"test","X0","brain","99.9.",21
"17320","4",171700000,171800000,"test","X0","brain","99.9.",21
"17920","4",189500000,189600000,"test","X0","brain","99.9.",21
"18124","5",1400000,1500000,"test","X0","brain","99.9.",21
"18420","5",14300000,14400000,"test","X0","brain","99.9.",21
"18620","5",25800000,25900000,"test","X0","brain","99.9.",21
"19020","5",81500000,81600000,"test","X0","brain","99.9.",21
"19320","5",98400000,98500000,"test","X0","brain","99.9.",21
"19420","5",99700000,99800000,"test","X0","brain","99.9.",21
"19520","5",1.03e+08,103100000,"test","X0","brain","99.9.",21
"20720","6",30200000,30300000,"test","X0","brain","99.9.",21
"21024","6",105500000,105600000,"test","X0","brain","99.9.",21
"22420","7",15100000,15200000,"test","X0","brain","99.9.",21
"23520","7",90400000,90500000,"test","X0","brain","99.9.",21
"24320","7",91500000,91600000,"test","X0","brain","99.9.",21
"24420","7",91600000,91700000,"test","X0","brain","99.9.",21
"24520","7",91700000,91800000,"test","X0","brain","99.9.",21
"24620","7",91800000,91900000,"test","X0","brain","99.9.",21
"24820","7",92100000,92200000,"test","X0","brain","99.9.",21
"24920","7",92200000,92300000,"test","X0","brain","99.9.",21
"25020","7",92300000,92400000,"test","X0","brain","99.9.",21
"25221","7",92500000,92600000,"test","X0","brain","99.9.",21
"25720","7",105900000,1.06e+08,"test","X0","brain","99.9.",21
"25820","7",1.06e+08,106100000,"test","X0","brain","99.9.",21
"25920","7",106100000,106200000,"test","X0","brain","99.9.",21
"26124","7",106700000,106800000,"test","X0","brain","99.9.",21
"27124","7",149200000,149300000,"test","X0","brain","99.9.",21
"27222","7",149300000,149400000,"test","X0","brain","99.9.",21
"27420","7",158100000,158200000,"test","X0","brain","99.9.",21
"27520","8",1100000,1200000,"test","X0","brain","99.9.",21
"27620","8",1800000,1900000,"test","X0","brain","99.9.",21
"27720","8",3400000,3500000,"test","X0","brain","99.9.",21
"27920","8",9600000,9700000,"test","X0","brain","99.9.",21
"28720","8",2.8e+07,28100000,"test","X0","brain","99.9.",21
"29222","8",42600000,42700000,"test","X0","brain","99.9.",21
"29820","8",75700000,75800000,"test","X0","brain","99.9.",21
"29920","8",1.43e+08,143100000,"test","X0","brain","99.9.",21
"32020","10",48400000,48500000,"test","X0","brain","99.9.",21
"32124","10",49900000,5e+07,"test","X0","brain","99.9.",21
"33020","11",38600000,38700000,"test","X0","brain","99.9.",21
"33320","11",41500000,41600000,"test","X0","brain","99.9.",21
"33720","11",69100000,69200000,"test","X0","brain","99.9.",21
"34124","12",6e+05,7e+05,"test","X0","brain","99.9.",21
"34222","12",2300000,2400000,"test","X0","brain","99.9.",21
"34720","12",6e+06,6100000,"test","X0","brain","99.9.",21
"35320","12",11900000,1.2e+07,"test","X0","brain","99.9.",21
"36020","12",20500000,20600000,"test","X0","brain","99.9.",21
"36420","12",22700000,22800000,"test","X0","brain","99.9.",21
"36520","12",23100000,23200000,"test","X0","brain","99.9.",21
"37020","12",31800000,31900000,"test","X0","brain","99.9.",21
"37124","12",32200000,32300000,"test","X0","brain","99.9.",21
"37320","12",32400000,32500000,"test","X0","brain","99.9.",21
"38222","13",79300000,79400000,"test","X0","brain","99.9.",21
"38920","13",114900000,1.15e+08,"test","X0","brain","99.9.",21
"39520","14",26800000,26900000,"test","X0","brain","99.9.",21
"39620","14",30600000,30700000,"test","X0","brain","99.9.",21
"39920","14",80200000,80300000,"test","X0","brain","99.9.",21
"40020","14",80300000,80400000,"test","X0","brain","99.9.",21
"40222","14",106300000,106400000,"test","X0","brain","99.9.",21
"40420","14",1.07e+08,107100000,"test","X0","brain","99.9.",21
"40720","15",23200000,23300000,"test","X0","brain","99.9.",21
"41024","15",25600000,25700000,"test","X0","brain","99.9.",21
"41222","15",2.6e+07,26100000,"test","X0","brain","99.9.",21
"41421","15",26600000,26700000,"test","X0","brain","99.9.",21
"41720","15",27400000,27500000,"test","X0","brain","99.9.",21
"41820","15",27500000,27600000,"test","X0","brain","99.9.",21
"42020","15",27800000,27900000,"test","X0","brain","99.9.",21
"42320","15",28200000,28300000,"test","X0","brain","99.9.",21
"42420","15",2.9e+07,29100000,"test","X0","brain","99.9.",21
"43222","15",33100000,33200000,"test","X0","brain","99.9.",21
"43420","15",33900000,3.4e+07,"test","X0","brain","99.9.",21
"43620","15",34100000,34200000,"test","X0","brain","99.9.",21
"44020","15",34700000,34800000,"test","X0","brain","99.9.",21
"44222","15",35700000,35800000,"test","X0","brain","99.9.",21
"44920","15",36600000,36700000,"test","X0","brain","99.9.",21
"45221","15",37300000,37400000,"test","X0","brain","99.9.",21
"45320","15",37400000,37500000,"test","X0","brain","99.9.",21
"45420","15",37800000,37900000,"test","X0","brain","99.9.",21
"45620","15",38100000,38200000,"test","X0","brain","99.9.",21
"45820","15",38600000,38700000,"test","X0","brain","99.9.",21
"46320","15",39300000,39400000,"test","X0","brain","99.9.",21
"46820","15",40900000,4.1e+07,"test","X0","brain","99.9.",21
"47221","15",41600000,41700000,"test","X0","brain","99.9.",21
"47620","15",43200000,43300000,"test","X0","brain","99.9.",21
"47820","15",44200000,44300000,"test","X0","brain","99.9.",21
"48124","15",44700000,44800000,"test","X0","brain","99.9.",21
"48520","15",45500000,45600000,"test","X0","brain","99.9.",21
"48620","15",45600000,45700000,"test","X0","brain","99.9.",21
"48720","15",45900000,4.6e+07,"test","X0","brain","99.9.",21
"49222","15",47500000,47600000,"test","X0","brain","99.9.",21
"49420","15",47700000,47800000,"test","X0","brain","99.9.",21
"49520","15",47800000,47900000,"test","X0","brain","99.9.",21
"49920","15",49600000,49700000,"test","X0","brain","99.9.",21
"50124","15",50100000,50200000,"test","X0","brain","99.9.",21
"50820","15",51300000,51400000,"test","X0","brain","99.9.",21
"51024","15",51700000,51800000,"test","X0","brain","99.9.",21
"51321","15",52800000,52900000,"test","X0","brain","99.9.",21
"51820","15",54400000,54500000,"test","X0","brain","99.9.",21
"51920","15",5.5e+07,55100000,"test","X0","brain","99.9.",21
"52420","15",56300000,56400000,"test","X0","brain","99.9.",21
"52720","15",56600000,56700000,"test","X0","brain","99.9.",21
"52820","15",56700000,56800000,"test","X0","brain","99.9.",21
"53020","15",57500000,57600000,"test","X0","brain","99.9.",21
"53124","15",58200000,58300000,"test","X0","brain","99.9.",21
"53222","15",58300000,58400000,"test","X0","brain","99.9.",21
"53920","15",59400000,59500000,"test","X0","brain","99.9.",21
"54020","15",59700000,59800000,"test","X0","brain","99.9.",21
"54420","15",60300000,60400000,"test","X0","brain","99.9.",21
"54520","15",60400000,60500000,"test","X0","brain","99.9.",21
"54620","15",60500000,60600000,"test","X0","brain","99.9.",21
"54820","15",61300000,61400000,"test","X0","brain","99.9.",21
"55124","15",61700000,61800000,"test","X0","brain","99.9.",21
"55420","15",62700000,62800000,"test","X0","brain","99.9.",21
"55520","15",62800000,62900000,"test","X0","brain","99.9.",21
"55620","15",6.3e+07,63100000,"test","X0","brain","99.9.",21
"55720","15",63100000,63200000,"test","X0","brain","99.9.",21
"55920","15",63300000,63400000,"test","X0","brain","99.9.",21
"56020","15",63400000,63500000,"test","X0","brain","99.9.",21
"56124","15",63500000,63600000,"test","X0","brain","99.9.",21
"56321","15",63900000,6.4e+07,"test","X0","brain","99.9.",21
"56620","15",64700000,64800000,"test","X0","brain","99.9.",21
"56720","15",64800000,64900000,"test","X0","brain","99.9.",21
"57320","15",66300000,66400000,"test","X0","brain","99.9.",21
"57620","15",66700000,66800000,"test","X0","brain","99.9.",21
"57820","15",66900000,6.7e+07,"test","X0","brain","99.9.",21
"58124","15",67300000,67400000,"test","X0","brain","99.9.",21
"58222","15",68300000,68400000,"test","X0","brain","99.9.",21
"58520","15",6.9e+07,69100000,"test","X0","brain","99.9.",21
"58720","15",69400000,69500000,"test","X0","brain","99.9.",21
"59420","15",70900000,7.1e+07,"test","X0","brain","99.9.",21
"59520","15",71100000,71200000,"test","X0","brain","99.9.",21
"59920","15",7.3e+07,73100000,"test","X0","brain","99.9.",21
"60020","15",73100000,73200000,"test","X0","brain","99.9.",21
"60124","15",73300000,73400000,"test","X0","brain","99.9.",21
"60222","15",73600000,73700000,"test","X0","brain","99.9.",21
"60320","15",74700000,74800000,"test","X0","brain","99.9.",21
"61024","15",76900000,7.7e+07,"test","X0","brain","99.9.",21
"61124","15",77200000,77300000,"test","X0","brain","99.9.",21
"61421","15",7.8e+07,78100000,"test","X0","brain","99.9.",21
"61620","15",78500000,78600000,"test","X0","brain","99.9.",21
"62020","15",79500000,79600000,"test","X0","brain","99.9.",21
"62320","15",80100000,80200000,"test","X0","brain","99.9.",21
"62920","15",84300000,84400000,"test","X0","brain","99.9.",21
"63420","15",85400000,85500000,"test","X0","brain","99.9.",21
"63620","15",85600000,85700000,"test","X0","brain","99.9.",21
"63820","15",8.6e+07,86100000,"test","X0","brain","99.9.",21
"64820","15",89300000,89400000,"test","X0","brain","99.9.",21
"64920","15",89400000,89500000,"test","X0","brain","99.9.",21
"65420","15",91600000,91700000,"test","X0","brain","99.9.",21
"66020","15",92700000,92800000,"test","X0","brain","99.9.",21
"66420","15",93600000,93700000,"test","X0","brain","99.9.",21
"66720","15",94400000,94500000,"test","X0","brain","99.9.",21
"66820","15",94500000,94600000,"test","X0","brain","99.9.",21
"67520","15",96100000,96200000,"test","X0","brain","99.9.",21
"67920","15",96900000,9.7e+07,"test","X0","brain","99.9.",21
"68420","15",100100000,100200000,"test","X0","brain","99.9.",21
"68520","15",100200000,100300000,"test","X0","brain","99.9.",21
"68920","15",101800000,101900000,"test","X0","brain","99.9.",21
"69020","15",101900000,1.02e+08,"test","X0","brain","99.9.",21
"69222","16",21600000,21700000,"test","X0","brain","99.9.",21
"69820","16",64100000,64200000,"test","X0","brain","99.9.",21
"70820","17",31900000,3.2e+07,"test","X0","brain","99.9.",21
"71024","17",32800000,32900000,"test","X0","brain","99.9.",21
"71520","17",43400000,43500000,"test","X0","brain","99.9.",21
"71720","17",45700000,45800000,"test","X0","brain","99.9.",21
"71820","17",48800000,48900000,"test","X0","brain","99.9.",21
"72520","17",57500000,57600000,"test","X0","brain","99.9.",21
"72720","17",6.2e+07,62100000,"test","X0","brain","99.9.",21
"72820","17",64300000,64400000,"test","X0","brain","99.9.",21
"72920","17",70400000,70500000,"test","X0","brain","99.9.",21
"73222","18",39600000,39700000,"test","X0","brain","99.9.",21
"73420","18",40700000,40800000,"test","X0","brain","99.9.",21
"73720","18",41900000,4.2e+07,"test","X0","brain","99.9.",21
"74020","18",44400000,44500000,"test","X0","brain","99.9.",21
"75222","19",13600000,13700000,"test","X0","brain","99.9.",21
"75420","19",16400000,16500000,"test","X0","brain","99.9.",21
"75520","19",16700000,16800000,"test","X0","brain","99.9.",21
"76320","20",26100000,26200000,"test","X0","brain","99.9.",21
"76520","20",3.1e+07,31100000,"test","X0","brain","99.9.",21
"77620","21",4.4e+07,44100000,"test","X0","brain","99.9.",21
"78020","22",23200000,23300000,"test","X0","brain","99.9.",21
"78520","X",24100000,24200000,"test","X0","brain","99.9.",21
"79520","X",73800000,73900000,"test","X0","brain","99.9.",21
"79620","X",78600000,78700000,"test","X0","brain","99.9.",21
"79720","X",8.7e+07,87100000,"test","X0","brain","99.9.",21
"80320","X",106500000,106600000,"test","X0","brain","99.9.",21
"80620","X",119900000,1.2e+08,"test","X0","brain","99.9.",21
"80920","X",121400000,121500000,"test","X0","brain","99.9.",21
"81124","X",121900000,1.22e+08,"test","X0","brain","99.9.",21
"21421","6",157600000,157700000,"test","X1","brain","99.9.",21
"33520","11",55400000,55500000,"test","X1","brain","99.9.",21
"76124","19",54800000,54900000,"test","X1","brain","99.9.",21
"76420","20",29600000,29700000,"test","X1","brain","99.9.",21
"77222","21",41300000,41400000,"test","X1","brain","99.9.",21
"77820","22",21300000,21400000,"test","X1","brain","99.9.",21
"1900","1",11800000,11900000,"train","X0","brain","99.9.",22
"2900","1",2.6e+07,26100000,"train","X0","brain","99.9.",22
"3900","1",63400000,63500000,"train","X0","brain","99.9.",22
"41000","1",63500000,63600000,"train","X0","brain","99.9.",22
"6900","1",78900000,7.9e+07,"train","X0","brain","99.9.",22
"8200","1",81800000,81900000,"train","X0","brain","99.9.",22
"9105","1",82100000,82200000,"train","X0","brain","99.9.",22
"10105","1",83300000,83400000,"train","X0","brain","99.9.",22
"11109","1",120600000,120700000,"train","X0","brain","99.9.",22
"12107","1",1.45e+08,145100000,"train","X0","brain","99.9.",22
"14105","1",148800000,148900000,"train","X0","brain","99.9.",22
"16105","1",182100000,182200000,"train","X0","brain","99.9.",22
"18105","2",1900000,2e+06,"train","X0","brain","99.9.",22
"19105","2",2e+06,2100000,"train","X0","brain","99.9.",22
"20105","2",13500000,13600000,"train","X0","brain","99.9.",22
"22106","2",14200000,14300000,"train","X0","brain","99.9.",22
"25105","2",16900000,1.7e+07,"train","X0","brain","99.9.",22
"26105","2",17600000,17700000,"train","X0","brain","99.9.",22
"28105","2",23700000,23800000,"train","X0","brain","99.9.",22
"30105","2",48500000,48600000,"train","X0","brain","99.9.",22
"31108","2",50900000,5.1e+07,"train","X0","brain","99.9.",22
"34105","2",56300000,56400000,"train","X0","brain","99.9.",22
"35105","2",85300000,85400000,"train","X0","brain","99.9.",22
"36105","2",88600000,88700000,"train","X0","brain","99.9.",22
"37105","2",91700000,91800000,"train","X0","brain","99.9.",22
"38105","2",110100000,110200000,"train","X0","brain","99.9.",22
"39105","2",110200000,110300000,"train","X0","brain","99.9.",22
"40105","2",114700000,114800000,"train","X0","brain","99.9.",22
"41109","2",115800000,115900000,"train","X0","brain","99.9.",22
"42106","2",115900000,1.16e+08,"train","X0","brain","99.9.",22
"43105","2",116500000,116600000,"train","X0","brain","99.9.",22
"44105","2",119900000,1.2e+08,"train","X0","brain","99.9.",22
"45106","2",1.2e+08,120100000,"train","X0","brain","99.9.",22
"46105","2",120500000,120600000,"train","X0","brain","99.9.",22
"47105","2",120600000,120700000,"train","X0","brain","99.9.",22
"49105","2",1.21e+08,121100000,"train","X0","brain","99.9.",22
"50105","2",121100000,121200000,"train","X0","brain","99.9.",22
"52106","2",121700000,121800000,"train","X0","brain","99.9.",22
"53106","2",121800000,121900000,"train","X0","brain","99.9.",22
"56105","2",130800000,130900000,"train","X0","brain","99.9.",22
"57106","2",149700000,149800000,"train","X0","brain","99.9.",22
"58105","2",152400000,152500000,"train","X0","brain","99.9.",22
"59105","2",152700000,152800000,"train","X0","brain","99.9.",22
"60105","2",159700000,159800000,"train","X0","brain","99.9.",22
"61109","2",166500000,166600000,"train","X0","brain","99.9.",22
"62106","2",170300000,170400000,"train","X0","brain","99.9.",22
"63105","2",170400000,170500000,"train","X0","brain","99.9.",22
"65105","2",187100000,187200000,"train","X0","brain","99.9.",22
"67105","2",200200000,200300000,"train","X0","brain","99.9.",22
"68105","2",2.07e+08,207100000,"train","X0","brain","99.9.",22
"69105","2",233200000,233300000,"train","X0","brain","99.9.",22
"71108","3",1600000,1700000,"train","X0","brain","99.9.",22
"72106","3",3500000,3600000,"train","X0","brain","99.9.",22
"73105","3",3800000,3900000,"train","X0","brain","99.9.",22
"74105","3",4900000,5e+06,"train","X0","brain","99.9.",22
"75105","3",36300000,36400000,"train","X0","brain","99.9.",22
"76105","3",45400000,45500000,"train","X0","brain","99.9.",22
"77105","3",47800000,47900000,"train","X0","brain","99.9.",22
"78105","3",53800000,53900000,"train","X0","brain","99.9.",22
"79105","3",53900000,5.4e+07,"train","X0","brain","99.9.",22
"81101","3",77300000,77400000,"train","X0","brain","99.9.",22
"8225","3",80800000,80900000,"train","X0","brain","99.9.",22
"8421","3",94500000,94600000,"train","X0","brain","99.9.",22
"8521","3",112900000,1.13e+08,"train","X0","brain","99.9.",22
"8721","3",129500000,129600000,"train","X0","brain","99.9.",22
"8821","3",130500000,130600000,"train","X0","brain","99.9.",22
"8921","3",130600000,130700000,"train","X0","brain","99.9.",22
"9021","3",1.31e+08,131100000,"train","X0","brain","99.9.",22
"9125","3",139600000,139700000,"train","X0","brain","99.9.",22
"9321","3",141100000,141200000,"train","X0","brain","99.9.",22
"9421","3",142200000,142300000,"train","X0","brain","99.9.",22
"9521","3",178500000,178600000,"train","X0","brain","99.9.",22
"9621","3",195200000,195300000,"train","X0","brain","99.9.",22
"9721","3",195400000,195500000,"train","X0","brain","99.9.",22
"9821","3",195500000,195600000,"train","X0","brain","99.9.",22
"9921","4",6e+05,7e+05,"train","X0","brain","99.9.",22
"10021","4",8e+05,9e+05,"train","X0","brain","99.9.",22
"10125","4",1500000,1600000,"train","X0","brain","99.9.",22
"10223","4",1600000,1700000,"train","X0","brain","99.9.",22
"10421","4",2e+06,2100000,"train","X0","brain","99.9.",22
"10521","4",6e+06,6100000,"train","X0","brain","99.9.",22
"10721","4",7300000,7400000,"train","X0","brain","99.9.",22
"10821","4",14700000,14800000,"train","X0","brain","99.9.",22
"10921","4",18200000,18300000,"train","X0","brain","99.9.",22
"11025","4",18400000,18500000,"train","X0","brain","99.9.",22
"11322","4",21800000,21900000,"train","X0","brain","99.9.",22
"11422","4",22600000,22700000,"train","X0","brain","99.9.",22
"11721","4",23700000,23800000,"train","X0","brain","99.9.",22
"11821","4",24700000,24800000,"train","X0","brain","99.9.",22
"11921","4",25400000,25500000,"train","X0","brain","99.9.",22
"12125","4",3e+07,30100000,"train","X0","brain","99.9.",22
"12321","4",33400000,33500000,"train","X0","brain","99.9.",22
"12621","4",38600000,38700000,"train","X0","brain","99.9.",22
"12721","4",41400000,41500000,"train","X0","brain","99.9.",22
"12821","4",5.3e+07,53100000,"train","X0","brain","99.9.",22
"12921","4",5.4e+07,54100000,"train","X0","brain","99.9.",22
"13021","4",55100000,55200000,"train","X0","brain","99.9.",22
"13125","4",55200000,55300000,"train","X0","brain","99.9.",22
"13223","4",56600000,56700000,"train","X0","brain","99.9.",22
"13321","4",56700000,56800000,"train","X0","brain","99.9.",22
"13521","4",5.7e+07,57100000,"train","X0","brain","99.9.",22
"13721","4",59600000,59700000,"train","X0","brain","99.9.",22
"13821","4",96300000,96400000,"train","X0","brain","99.9.",22
"13921","4",101900000,1.02e+08,"train","X0","brain","99.9.",22
"14021","4",103100000,103200000,"train","X0","brain","99.9.",22
"14223","4",116600000,116700000,"train","X0","brain","99.9.",22
"14421","4",116900000,1.17e+08,"train","X0","brain","99.9.",22
"14521","4",1.24e+08,124100000,"train","X0","brain","99.9.",22
"14621","4",124100000,124200000,"train","X0","brain","99.9.",22
"14721","4",124500000,124600000,"train","X0","brain","99.9.",22
"14821","4",1.25e+08,125100000,"train","X0","brain","99.9.",22
"14921","4",125400000,125500000,"train","X0","brain","99.9.",22
"15021","4",126800000,126900000,"train","X0","brain","99.9.",22
"15125","4",127200000,127300000,"train","X0","brain","99.9.",22
"15223","4",127400000,127500000,"train","X0","brain","99.9.",22
"15321","4",128300000,128400000,"train","X0","brain","99.9.",22
"15921","4",159500000,159600000,"train","X0","brain","99.9.",22
"16021","4",159800000,159900000,"train","X0","brain","99.9.",22
"16125","4",162800000,162900000,"train","X0","brain","99.9.",22
"16223","4",164100000,164200000,"train","X0","brain","99.9.",22
"16321","4",164300000,164400000,"train","X0","brain","99.9.",22
"16621","4",164800000,164900000,"train","X0","brain","99.9.",22
"16721","4",166400000,166500000,"train","X0","brain","99.9.",22
"17021","4",1.7e+08,170100000,"train","X0","brain","99.9.",22
"17125","4",170300000,170400000,"train","X0","brain","99.9.",22
"17321","4",171700000,171800000,"train","X0","brain","99.9.",22
"17521","4",175800000,175900000,"train","X0","brain","99.9.",22
"17621","4",176100000,176200000,"train","X0","brain","99.9.",22
"17721","4",188400000,188500000,"train","X0","brain","99.9.",22
"18021","4",190600000,190700000,"train","X0","brain","99.9.",22
"18125","5",1400000,1500000,"train","X0","brain","99.9.",22
"18223","5",5800000,5900000,"train","X0","brain","99.9.",22
"18421","5",14300000,14400000,"train","X0","brain","99.9.",22
"18621","5",25800000,25900000,"train","X0","brain","99.9.",22
"18821","5",54100000,54200000,"train","X0","brain","99.9.",22
"18921","5",56500000,56600000,"train","X0","brain","99.9.",22
"19021","5",81500000,81600000,"train","X0","brain","99.9.",22
"19223","5",96100000,96200000,"train","X0","brain","99.9.",22
"19321","5",98400000,98500000,"train","X0","brain","99.9.",22
"19421","5",99700000,99800000,"train","X0","brain","99.9.",22
"19521","5",1.03e+08,103100000,"train","X0","brain","99.9.",22
"19621","5",103700000,103800000,"train","X0","brain","99.9.",22
"19821","5",155100000,155200000,"train","X0","brain","99.9.",22
"19921","5",176100000,176200000,"train","X0","brain","99.9.",22
"20021","5",176400000,176500000,"train","X0","brain","99.9.",22
"20125","5",179400000,179500000,"train","X0","brain","99.9.",22
"20222","5",1.8e+08,180100000,"train","X0","brain","99.9.",22
"20521","6",25500000,25600000,"train","X0","brain","99.9.",22
"20621","6",29900000,3e+07,"train","X0","brain","99.9.",22
"20921","6",105400000,105500000,"train","X0","brain","99.9.",22
"21025","6",105500000,105600000,"train","X0","brain","99.9.",22
